NewAdGroupId,SourceAdGroupId,SourceAdId,ClientId,AccountName,CampaignName,New Ad Group,New Headline 1,Apply ?,AdType,AdText
243243243,35335392221,330073590906,5741344600,My Energy Comparison - LES,My Energy Comparison - Business Energy (Phrase),[business gas suppliers] - QS Optimised,,,EXPANDED_TEXT_AD,Compare Business Gas|UK-Based Call Centre|UK-Based Call Centre|None|None
243243243,35335392221,330073590906,5741344600,My Energy Comparison - LES,My Energy Comparison - Business Energy (Phrase),[cheap business gas] - QS Optimised,,,EXPANDED_TEXT_AD,Compare Business Gas|UK-Based Call Centre|UK-Based Call Centre|None|None
243243243,35335392221,330073590906,5741344600,My Energy Comparison - LES,My Energy Comparison - Business Energy (Phrase),[commercial gas suppliers] - QS Optimised,,,EXPANDED_TEXT_AD,Compare Business Gas|UK-Based Call Centre|UK-Based Call Centre|None|None
243243243,35335392221,330073590906,5741344600,My Energy Comparison - LES,My Energy Comparison - Business Energy (Phrase),[npower business gas] - QS Optimised,,,EXPANDED_TEXT_AD,Compare Business Gas|UK-Based Call Centre|UK-Based Call Centre|None|None
243243243,35335392221,330073590906,5741344600,My Energy Comparison - LES,My Energy Comparison - Business Energy (Phrase),[business gas comparison sites] - QS Optimised,,,EXPANDED_TEXT_AD,Compare Business Gas|UK-Based Call Centre|UK-Based Call Centre|None|None
243243243,35335392221,330073590906,5741344600,My Energy Comparison - LES,My Energy Comparison - Business Energy (Phrase),[commercial gas suppliers compare] - QS Optimised,,,EXPANDED_TEXT_AD,Compare Business Gas|UK-Based Call Centre|UK-Based Call Centre|None|None
243243243,35335392221,330073590906,5741344600,My Energy Comparison - LES,My Energy Comparison - Business Energy (Phrase),[business gas deals] - QS Optimised,,,EXPANDED_TEXT_AD,Compare Business Gas|UK-Based Call Centre|UK-Based Call Centre|None|None
243243243,35335392221,330073590906,5741344600,My Energy Comparison - LES,My Energy Comparison - Business Energy (Phrase),[Business Gas Customer Services] - QS Optimised,,,EXPANDED_TEXT_AD,Compare Business Gas|UK-Based Call Centre|UK-Based Call Centre|None|None
243243243,35335392221,330073590906,5741344600,My Energy Comparison - LES,My Energy Comparison - Business Energy (Phrase),[Business Gas Email] - QS Optimised,,,EXPANDED_TEXT_AD,Compare Business Gas|UK-Based Call Centre|UK-Based Call Centre|None|None
243243243,35335392221,330073590906,5741344600,My Energy Comparison - LES,My Energy Comparison - Business Energy (Phrase),[Business Gas Email Address] - QS Optimised,,,EXPANDED_TEXT_AD,Compare Business Gas|UK-Based Call Centre|UK-Based Call Centre|None|None
243243243,35335392221,330073590906,5741344600,My Energy Comparison - LES,My Energy Comparison - Business Energy (Phrase),[Business Gas Helpline] - QS Optimised,,,EXPANDED_TEXT_AD,Compare Business Gas|UK-Based Call Centre|UK-Based Call Centre|None|None
243243243,35335392221,330073590906,5741344600,My Energy Comparison - LES,My Energy Comparison - Business Energy (Phrase),[Gas for Business Address] - QS Optimised,,,EXPANDED_TEXT_AD,Compare Business Gas|UK-Based Call Centre|UK-Based Call Centre|None|None
