NewAdGroupId,SourceAdGroupId,SourceAdId,ClientId,AccountName,CampaignName,New Ad Group,New Headline 1,Apply ?,AdType,AdText
243243243,44889530854,330073591137,5741344600,My Energy Comparison - LES,My Energy Comparison - Business Energy (Broad),[[yu energy micro business terms and conditions]] - Search Query Extracted,,,EXPANDED_TEXT_AD,Business Energy Comparison|Request A Call Back|Request A Call Back|None|None
243243243,44889530854,330073591137,5741344600,My Energy Comparison - LES,My Energy Comparison - Business Energy (Broad),[[unicorn utilities for business]] - Search Query Extracted,,,EXPANDED_TEXT_AD,Business Energy Comparison|Request A Call Back|Request A Call Back|None|None
243243243,44889530854,330073591137,5741344600,My Energy Comparison - LES,My Energy Comparison - Business Energy (Broad),[[energy for small business uk]] - Search Query Extracted,,,EXPANDED_TEXT_AD,Business Energy Comparison|Request A Call Back|Request A Call Back|None|None
243243243,44889530854,330073591137,5741344600,My Energy Comparison - LES,My Energy Comparison - Business Energy (Broad),[[utilita energy change of tenancy business]] - Search Query Extracted,,,EXPANDED_TEXT_AD,Business Energy Comparison|Request A Call Back|Request A Call Back|None|None
243243243,44889530854,330073591137,5741344600,My Energy Comparison - LES,My Energy Comparison - Business Energy (Broad),[[best energie provider in germany for business]] - Search Query Extracted,,,EXPANDED_TEXT_AD,Business Energy Comparison|Request A Call Back|Request A Call Back|None|None
243243243,49577922847,237784919934,5741344600,My Energy Comparison - LES,My Energy Comparison - Business Energy (Broad),[[commercial electrical companies london]] - Search Query Extracted,,,EXPANDED_TEXT_AD,Compare Commercial Electricity|Review Tariffs then Switch.|Review Tariffs then Switch.|None|None
243243243,49577922847,237784919934,5741344600,My Energy Comparison - LES,My Energy Comparison - Business Energy (Broad),[[total gas & power business electricity & gas]] - Search Query Extracted,,,EXPANDED_TEXT_AD,Compare Commercial Electricity|Review Tariffs then Switch.|Review Tariffs then Switch.|None|None
243243243,49577922847,237784919934,5741344600,My Energy Comparison - LES,My Energy Comparison - Business Energy (Broad),[[commercial electric ee 100]] - Search Query Extracted,,,EXPANDED_TEXT_AD,Compare Commercial Electricity|Review Tariffs then Switch.|Review Tariffs then Switch.|None|None
243243243,44889530854,330073591137,5741344600,My Energy Comparison - LES,My Energy Comparison - Business Energy (Broad),[[business economy 7 compare]] - Search Query Extracted,,,EXPANDED_TEXT_AD,Business Energy Comparison|Request A Call Back|Request A Call Back|None|None
243243243,44889530854,330073591137,5741344600,My Energy Comparison - LES,My Energy Comparison - Business Energy (Broad),[[scottishgas co uk business]] - Search Query Extracted,,,EXPANDED_TEXT_AD,Business Energy Comparison|Request A Call Back|Request A Call Back|None|None
243243243,49577922847,237784919934,5741344600,My Energy Comparison - LES,My Energy Comparison - Business Energy (Broad),[[electical commetcial crewe]] - Search Query Extracted,,,EXPANDED_TEXT_AD,Compare Commercial Electricity|Review Tariffs then Switch.|Review Tariffs then Switch.|None|None
243243243,49577922847,237784919934,5741344600,My Energy Comparison - LES,My Energy Comparison - Business Energy (Broad),[[commercial electric supply]] - Search Query Extracted,,,EXPANDED_TEXT_AD,Compare Commercial Electricity|Review Tariffs then Switch.|Review Tariffs then Switch.|None|None
243243243,44889530854,330073591137,5741344600,My Energy Comparison - LES,My Energy Comparison - Business Energy (Broad),[[bulb business electricity]] - Search Query Extracted,,,EXPANDED_TEXT_AD,Business Energy Comparison|Request A Call Back|Request A Call Back|None|None
243243243,44889530854,330073591137,5741344600,My Energy Comparison - LES,My Energy Comparison - Business Energy (Broad),[[bulb energy for business]] - Search Query Extracted,,,EXPANDED_TEXT_AD,Business Energy Comparison|Request A Call Back|Request A Call Back|None|None
243243243,44889530854,330073591137,5741344600,My Energy Comparison - LES,My Energy Comparison - Business Energy (Broad),[[edf energy business]] - Search Query Extracted,,,EXPANDED_TEXT_AD,Business Energy Comparison|Request A Call Back|Request A Call Back|None|None
243243243,44889530854,330073591137,5741344600,My Energy Comparison - LES,My Energy Comparison - Business Energy (Broad),[[edf energy business]] - Search Query Extracted,,,EXPANDED_TEXT_AD,Business Energy Comparison|Request A Call Back|Request A Call Back|None|None
243243243,44889530854,330073591137,5741344600,My Energy Comparison - LES,My Energy Comparison - Business Energy (Broad),[[scottish power business complaints]] - Search Query Extracted,,,EXPANDED_TEXT_AD,Business Energy Comparison|Request A Call Back|Request A Call Back|None|None
243243243,44889530854,330073591137,5741344600,My Energy Comparison - LES,My Energy Comparison - Business Energy (Broad),[[business utility provider]] - Search Query Extracted,,,EXPANDED_TEXT_AD,Business Energy Comparison|Request A Call Back|Request A Call Back|None|None
243243243,49577922847,237784919934,5741344600,My Energy Comparison - LES,My Energy Comparison - Business Energy (Broad),[[comercial fyers electric]] - Search Query Extracted,,,EXPANDED_TEXT_AD,Compare Commercial Electricity|Review Tariffs then Switch.|Review Tariffs then Switch.|None|None
243243243,44889530854,330073591137,5741344600,My Energy Comparison - LES,My Energy Comparison - Business Energy (Broad),[[british gas business deemed rates]] - Search Query Extracted,,,EXPANDED_TEXT_AD,Business Energy Comparison|Request A Call Back|Request A Call Back|None|None
243243243,49577922847,237784919934,5741344600,My Energy Comparison - LES,My Energy Comparison - Business Energy (Broad),[[comertial electric switch online]] - Search Query Extracted,,,EXPANDED_TEXT_AD,Compare Commercial Electricity|Review Tariffs then Switch.|Review Tariffs then Switch.|None|None
243243243,44889530854,330073591137,5741344600,My Energy Comparison - LES,My Energy Comparison - Business Energy (Broad),[[robin hood energy business]] - Search Query Extracted,,,EXPANDED_TEXT_AD,Business Energy Comparison|Request A Call Back|Request A Call Back|None|None
243243243,44889530854,330073591137,5741344600,My Energy Comparison - LES,My Energy Comparison - Business Energy (Broad),[[renewing business energy]] - Search Query Extracted,,,EXPANDED_TEXT_AD,Business Energy Comparison|Request A Call Back|Request A Call Back|None|None
243243243,44889530854,330073591137,5741344600,My Energy Comparison - LES,My Energy Comparison - Business Energy (Broad),[[edf terms and conditions business]] - Search Query Extracted,,,EXPANDED_TEXT_AD,Business Energy Comparison|Request A Call Back|Request A Call Back|None|None
243243243,44889530854,330073591137,5741344600,My Energy Comparison - LES,My Energy Comparison - Business Energy (Broad),[[business energy audits]] - Search Query Extracted,,,EXPANDED_TEXT_AD,Business Energy Comparison|Request A Call Back|Request A Call Back|None|None
243243243,44889530854,330073591137,5741344600,My Energy Comparison - LES,My Energy Comparison - Business Energy (Broad),[[bulb business energy]] - Search Query Extracted,,,EXPANDED_TEXT_AD,Business Energy Comparison|Request A Call Back|Request A Call Back|None|None
243243243,44889530854,330073591137,5741344600,My Energy Comparison - LES,My Energy Comparison - Business Energy (Broad),[[business energy comparison money saving expert]] - Search Query Extracted,,,EXPANDED_TEXT_AD,Business Energy Comparison|Request A Call Back|Request A Call Back|None|None
243243243,44889530854,330073591137,5741344600,My Energy Comparison - LES,My Energy Comparison - Business Energy (Broad),[[business gas]] - Search Query Extracted,,,EXPANDED_TEXT_AD,Business Energy Comparison|Request A Call Back|Request A Call Back|None|None
243243243,49577922847,237784919934,5741344600,My Energy Comparison - LES,My Energy Comparison - Business Energy (Broad),[[commercial energy switching]] - Search Query Extracted,,,EXPANDED_TEXT_AD,Compare Commercial Electricity|Review Tariffs then Switch.|Review Tariffs then Switch.|None|None
243243243,44889530854,330073591137,5741344600,My Energy Comparison - LES,My Energy Comparison - Business Energy (Broad),[[best business energy]] - Search Query Extracted,,,EXPANDED_TEXT_AD,Business Energy Comparison|Request A Call Back|Request A Call Back|None|None
243243243,44889530854,330073591137,5741344600,My Energy Comparison - LES,My Energy Comparison - Business Energy (Broad),[[opus energy business sign in]] - Search Query Extracted,,,EXPANDED_TEXT_AD,Business Energy Comparison|Request A Call Back|Request A Call Back|None|None
